source_run,analysis_role,run_id,scenario_id,domain,kelompok,timestamp_start,timestamp_end,latency_ms,status,expected,actual,http_status,error_message,nim,nina,student_name,reservation_id,cid,file_size_bytes,tx_hash,block_number,block_timestamp,token_id,gas_limit,gas_used,revert_reason,registry_status,blockchain_status,sia_status,mock_pisn_status,final_verification,verification_mode,notes
fullflow_primary_r2,first_pass,13,F07,smart_contract,alur_penuh,2026-08-08T20:55:44.891Z,2026-08-08T20:55:47.244Z,2353,pass,token terbit,token 1003,,,20210003,040410582605002,Gawati Hassanah,,bafkreifttvrutosskonm6avpkkd2lz6o7w7wnmnpf6m57pdibdc5iz3lyu,,0xc07fd6664ddcb7dd64f0de5e71376b50c3781cce797ffdae956eab2e4f570662,,,1003,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,14,F08,verifikasi,alur_penuh,2026-08-08T20:55:47.245Z,2026-08-08T20:55:48.346Z,1101,pass,valid,valid,,,20210003,040410582605002,Gawati Hassanah,,bafkreifttvrutosskonm6avpkkd2lz6o7w7wnmnpf6m57pdibdc5iz3lyu,,,,,1003,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605002&nama=Gawati%20Hassanah
fullflow_primary_r2,first_pass,15,F01,integrasi,alur_penuh,2026-08-08T20:55:48.381Z,2026-08-08T20:55:48.381Z,0,pass,data masuk PDDikti,sudah tercatat di PDDikti,,,20210004,,Indah Mangunsong,,,,,,,,,,,,,eligible,,,,run=alur-penuh-auto29-r2-20260809; resume=already_reported
fullflow_primary_r2,first_pass,16,F02,integrasi,alur_penuh,2026-08-08T20:55:48.381Z,2026-08-08T20:55:48.381Z,0,pass,status eligible,eligible,,,20210004,,Indah Mangunsong,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809; resume=already_eligible
fullflow_primary_r2,first_pass,17,F03,integrasi,alur_penuh,2026-08-08T20:55:48.383Z,2026-08-08T20:55:48.401Z,18,pass,NINA terbit,040410582605003,,,20210004,040410582605003,Indah Mangunsong,4,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809; resume=already_has_nina
fullflow_primary_r2,first_pass,18,F04,kriptografi,alur_penuh,2026-08-08T20:55:48.401Z,2026-08-08T20:55:49.833Z,1432,pass,PDF terbentuk,PDF terbentuk,,,20210004,040410582605003,Indah Mangunsong,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-4-1786222549733.pdf
fullflow_primary_r2,first_pass,19,F05,kriptografi,alur_penuh,2026-08-08T20:55:49.834Z,2026-08-08T20:55:56.957Z,7123,pass,CID diperoleh,bafkreihulqkjcfudcenxgc3obuzv2f4bqdple4sthk3zoniivrvn2j72ly,,,20210004,040410582605003,Indah Mangunsong,,bafkreihulqkjcfudcenxgc3obuzv2f4bqdple4sthk3zoniivrvn2j72ly,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,20,F07,smart_contract,alur_penuh,2026-08-08T20:55:56.958Z,2026-08-08T20:55:59.446Z,2488,pass,token terbit,token 1004,,,20210004,040410582605003,Indah Mangunsong,,bafkreihulqkjcfudcenxgc3obuzv2f4bqdple4sthk3zoniivrvn2j72ly,,0x15459d5eb2142e2f5c7a4680d20b8e5de56ad31aad1719a8e482c15a1106e268,,,1004,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,21,F08,verifikasi,alur_penuh,2026-08-08T20:55:59.447Z,2026-08-08T20:56:00.582Z,1135,pass,valid,valid,,,20210004,040410582605003,Indah Mangunsong,,bafkreihulqkjcfudcenxgc3obuzv2f4bqdple4sthk3zoniivrvn2j72ly,,,,,1004,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605003&nama=Indah%20Mangunsong
fullflow_primary_r2,first_pass,22,F01,integrasi,alur_penuh,2026-08-08T20:56:00.601Z,2026-08-08T20:56:00.809Z,208,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210005,,Zulfa Situmorang,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,23,F02,integrasi,alur_penuh,2026-08-08T20:56:00.810Z,2026-08-08T20:56:01.008Z,198,pass,status eligible,eligible,,,20210005,,Zulfa Situmorang,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,24,F03,integrasi,alur_penuh,2026-08-08T20:56:01.010Z,2026-08-08T20:56:01.356Z,346,pass,NINA terbit,040410582605004,,,20210005,040410582605004,Zulfa Situmorang,5,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,25,F04,kriptografi,alur_penuh,2026-08-08T20:56:01.357Z,2026-08-08T20:56:06.097Z,4740,fail,PDF terbentuk,error,,"Failed to launch the browser process:  Code: null

stderr:
[1127:1156:0808/205601.538704:ERROR:dbus/bus.cc:405] Failed to connect to the bus: Failed to connect to socket /run/dbus/system_bus_socket: No such file or directory
[1127:1156:0808/205601.550199:ERROR:dbus/bus.cc:405] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are ""tcp"" and on UNIX ""unix"")
[1127:1156:0808/205601.550529:ERROR:dbus/bus.cc:405] Failed to connect to the bus: Failed to connect to socket /run/dbus/system_bus_socket: No such file or directory
[1127:1156:0808/205601.550709:ERROR:dbus/bus.cc:405] Failed to connect to the bus: Failed to connect to socket /run/dbus/system_bus_socket: No such file or directory
[0808/205601.609214:ERROR:third_party/crashpad/crashpad/util/file/file_io_posix.cc:145] open /sys/devices/system/cpu/cpu0/cpufreq/scaling_cur_freq: No such file or directory (2)
[0808/205601.610073:ERROR:third_party/crashpad/crashpad/util/file/file_io_posix.cc:145] open /sys/devices/system/cpu/cpu0/cpufreq/scaling_max_freq: No such file or directory (2)

TROUBLESHOOTING: https://pptr.dev/troubleshooting
",20210005,040410582605004,Zulfa Situmorang,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,26,F01,integrasi,alur_penuh,2026-08-08T20:56:06.120Z,2026-08-08T20:56:06.321Z,201,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210006,,Cindy Puspasari,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,27,F02,integrasi,alur_penuh,2026-08-08T20:56:06.322Z,2026-08-08T20:56:06.425Z,103,pass,status eligible,eligible,,,20210006,,Cindy Puspasari,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,28,F03,integrasi,alur_penuh,2026-08-08T20:56:06.427Z,2026-08-08T20:56:06.854Z,427,pass,NINA terbit,040410582605005,,,20210006,040410582605005,Cindy Puspasari,6,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,29,F04,kriptografi,alur_penuh,2026-08-08T20:56:06.856Z,2026-08-08T20:56:07.891Z,1035,pass,PDF terbentuk,PDF terbentuk,,,20210006,040410582605005,Cindy Puspasari,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-6-1786222567812.pdf
fullflow_primary_r2,first_pass,30,F05,kriptografi,alur_penuh,2026-08-08T20:56:07.892Z,2026-08-08T20:56:15.048Z,7156,pass,CID diperoleh,bafkreidvkoxqpxvdnzxjyowezagpruoq3uf6iizz3wkzekqlyt3xk76ypm,,,20210006,040410582605005,Cindy Puspasari,,bafkreidvkoxqpxvdnzxjyowezagpruoq3uf6iizz3wkzekqlyt3xk76ypm,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,31,F07,smart_contract,alur_penuh,2026-08-08T20:56:15.049Z,2026-08-08T20:56:17.279Z,2230,pass,token terbit,token 1005,,,20210006,040410582605005,Cindy Puspasari,,bafkreidvkoxqpxvdnzxjyowezagpruoq3uf6iizz3wkzekqlyt3xk76ypm,,0xcf8beaac771c016a0772f081cb593064fc99a87d5409736a9469d98a6f938f3c,,,1005,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,32,F08,verifikasi,alur_penuh,2026-08-08T20:56:17.281Z,2026-08-08T20:56:18.580Z,1299,pass,valid,valid,,,20210006,040410582605005,Cindy Puspasari,,bafkreidvkoxqpxvdnzxjyowezagpruoq3uf6iizz3wkzekqlyt3xk76ypm,,,,,1005,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605005&nama=Cindy%20Puspasari
fullflow_primary_r2,first_pass,33,F01,integrasi,alur_penuh,2026-08-08T20:56:18.606Z,2026-08-08T20:56:18.727Z,121,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210007,,Mitra Pradana,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,34,F02,integrasi,alur_penuh,2026-08-08T20:56:18.729Z,2026-08-08T20:56:18.846Z,117,pass,status eligible,eligible,,,20210007,,Mitra Pradana,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,35,F03,integrasi,alur_penuh,2026-08-08T20:56:18.847Z,2026-08-08T20:56:19.158Z,311,pass,NINA terbit,040410582605006,,,20210007,040410582605006,Mitra Pradana,7,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,36,F04,kriptografi,alur_penuh,2026-08-08T20:56:19.159Z,2026-08-08T20:56:20.213Z,1054,pass,PDF terbentuk,PDF terbentuk,,,20210007,040410582605006,Mitra Pradana,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-7-1786222580092.pdf
fullflow_primary_r2,first_pass,37,F05,kriptografi,alur_penuh,2026-08-08T20:56:20.214Z,2026-08-08T20:56:27.223Z,7009,pass,CID diperoleh,bafkreibwk3qongd273nqoducrtqw7cprryfwi6y6wruucfe3qf6epmg7h4,,,20210007,040410582605006,Mitra Pradana,,bafkreibwk3qongd273nqoducrtqw7cprryfwi6y6wruucfe3qf6epmg7h4,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,38,F07,smart_contract,alur_penuh,2026-08-08T20:56:27.224Z,2026-08-08T20:56:29.301Z,2077,pass,token terbit,token 1006,,,20210007,040410582605006,Mitra Pradana,,bafkreibwk3qongd273nqoducrtqw7cprryfwi6y6wruucfe3qf6epmg7h4,,0xd3362beffa14b7e9c442cf386418f0f012a463c28969a5b5e40c8a1335e756f1,,,1006,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,39,F08,verifikasi,alur_penuh,2026-08-08T20:56:29.302Z,2026-08-08T20:56:30.578Z,1276,pass,valid,valid,,,20210007,040410582605006,Mitra Pradana,,bafkreibwk3qongd273nqoducrtqw7cprryfwi6y6wruucfe3qf6epmg7h4,,,,,1006,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605006&nama=Mitra%20Pradana
fullflow_primary_r2,first_pass,40,F01,integrasi,alur_penuh,2026-08-08T20:56:30.597Z,2026-08-08T20:56:30.731Z,134,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210008,,Siska Utama,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,41,F02,integrasi,alur_penuh,2026-08-08T20:56:30.732Z,2026-08-08T20:56:30.853Z,121,pass,status eligible,eligible,,,20210008,,Siska Utama,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,42,F03,integrasi,alur_penuh,2026-08-08T20:56:30.854Z,2026-08-08T20:56:31.150Z,296,pass,NINA terbit,040410582605007,,,20210008,040410582605007,Siska Utama,8,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,43,F04,kriptografi,alur_penuh,2026-08-08T20:56:31.151Z,2026-08-08T20:56:32.126Z,975,pass,PDF terbentuk,PDF terbentuk,,,20210008,040410582605007,Siska Utama,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-8-1786222592060.pdf
fullflow_primary_r2,first_pass,44,F05,kriptografi,alur_penuh,2026-08-08T20:56:32.127Z,2026-08-08T20:56:39.553Z,7426,pass,CID diperoleh,bafkreibesawhh5xjrvaiknaldo2rtvwpzmako2jo7k7f5ygsvbcsh7n3kq,,,20210008,040410582605007,Siska Utama,,bafkreibesawhh5xjrvaiknaldo2rtvwpzmako2jo7k7f5ygsvbcsh7n3kq,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,45,F07,smart_contract,alur_penuh,2026-08-08T20:56:39.555Z,2026-08-08T20:56:43.629Z,4074,pass,token terbit,token 1007,,,20210008,040410582605007,Siska Utama,,bafkreibesawhh5xjrvaiknaldo2rtvwpzmako2jo7k7f5ygsvbcsh7n3kq,,0x15b54b63e14650e98d8e1a409b67512707c5ae5152cc5fead8b899cc94da3a39,,,1007,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,46,F08,verifikasi,alur_penuh,2026-08-08T20:56:43.630Z,2026-08-08T20:56:44.864Z,1234,pass,valid,valid,,,20210008,040410582605007,Siska Utama,,bafkreibesawhh5xjrvaiknaldo2rtvwpzmako2jo7k7f5ygsvbcsh7n3kq,,,,,1007,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605007&nama=Siska%20Utama
fullflow_primary_r2,first_pass,47,F01,integrasi,alur_penuh,2026-08-08T20:56:44.883Z,2026-08-08T20:56:44.997Z,114,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210009,,Lulut Usada,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,48,F02,integrasi,alur_penuh,2026-08-08T20:56:44.998Z,2026-08-08T20:56:45.132Z,134,pass,status eligible,eligible,,,20210009,,Lulut Usada,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,49,F03,integrasi,alur_penuh,2026-08-08T20:56:45.133Z,2026-08-08T20:56:45.397Z,264,pass,NINA terbit,040410582605008,,,20210009,040410582605008,Lulut Usada,9,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,50,F04,kriptografi,alur_penuh,2026-08-08T20:56:45.398Z,2026-08-08T20:56:46.592Z,1194,pass,PDF terbentuk,PDF terbentuk,,,20210009,040410582605008,Lulut Usada,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-9-1786222606520.pdf
fullflow_primary_r2,first_pass,51,F05,kriptografi,alur_penuh,2026-08-08T20:56:46.593Z,2026-08-08T20:56:55.380Z,8787,pass,CID diperoleh,bafkreiew3fjyszuxer7ilewesa2vqzqvttwkt6geppng7vdtbsgrek5tri,,,20210009,040410582605008,Lulut Usada,,bafkreiew3fjyszuxer7ilewesa2vqzqvttwkt6geppng7vdtbsgrek5tri,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,52,F07,smart_contract,alur_penuh,2026-08-08T20:56:55.381Z,2026-08-08T20:56:57.325Z,1944,pass,token terbit,token 1008,,,20210009,040410582605008,Lulut Usada,,bafkreiew3fjyszuxer7ilewesa2vqzqvttwkt6geppng7vdtbsgrek5tri,,0x473e67c3bd45c980f156a3cdf2a64925e9c1dba5cbca30c6a1a997c069131850,,,1008,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,53,F08,verifikasi,alur_penuh,2026-08-08T20:56:57.327Z,2026-08-08T20:56:58.331Z,1004,pass,valid,valid,,,20210009,040410582605008,Lulut Usada,,bafkreiew3fjyszuxer7ilewesa2vqzqvttwkt6geppng7vdtbsgrek5tri,,,,,1008,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605008&nama=Lulut%20Usada
fullflow_primary_r2,first_pass,54,F01,integrasi,alur_penuh,2026-08-08T20:56:58.353Z,2026-08-08T20:56:58.527Z,174,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210010,,Mahdi Simbolon,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,55,F02,integrasi,alur_penuh,2026-08-08T20:56:58.529Z,2026-08-08T20:56:58.714Z,185,pass,status eligible,eligible,,,20210010,,Mahdi Simbolon,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,56,F03,integrasi,alur_penuh,2026-08-08T20:56:58.715Z,2026-08-08T20:56:59.084Z,369,pass,NINA terbit,040410582605009,,,20210010,040410582605009,Mahdi Simbolon,10,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,57,F04,kriptografi,alur_penuh,2026-08-08T20:56:59.085Z,2026-08-08T20:57:00.157Z,1072,pass,PDF terbentuk,PDF terbentuk,,,20210010,040410582605009,Mahdi Simbolon,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-10-1786222620070.pdf
fullflow_primary_r2,first_pass,58,F05,kriptografi,alur_penuh,2026-08-08T20:57:00.159Z,2026-08-08T20:57:07.696Z,7537,pass,CID diperoleh,bafkreigfa6355cpoxu5nozzqj3cksred4fhdefwidclqrmqywxjmncxkve,,,20210010,040410582605009,Mahdi Simbolon,,bafkreigfa6355cpoxu5nozzqj3cksred4fhdefwidclqrmqywxjmncxkve,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,59,F07,smart_contract,alur_penuh,2026-08-08T20:57:07.697Z,2026-08-08T20:57:10.219Z,2522,pass,token terbit,token 1009,,,20210010,040410582605009,Mahdi Simbolon,,bafkreigfa6355cpoxu5nozzqj3cksred4fhdefwidclqrmqywxjmncxkve,,0x3d2af74e1416f06eef7c1803dd40dcc3e8d5ff563a3cdcda17391f7185615439,,,1009,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,60,F08,verifikasi,alur_penuh,2026-08-08T20:57:10.220Z,2026-08-08T20:57:11.447Z,1227,pass,valid,valid,,,20210010,040410582605009,Mahdi Simbolon,,bafkreigfa6355cpoxu5nozzqj3cksred4fhdefwidclqrmqywxjmncxkve,,,,,1009,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605009&nama=Mahdi%20Simbolon
fullflow_primary_r2,first_pass,61,F01,integrasi,alur_penuh,2026-08-08T20:57:11.466Z,2026-08-08T20:57:11.569Z,103,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210011,,Bella Prabowo,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,62,F02,integrasi,alur_penuh,2026-08-08T20:57:11.571Z,2026-08-08T20:57:11.669Z,98,pass,status eligible,eligible,,,20210011,,Bella Prabowo,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,63,F03,integrasi,alur_penuh,2026-08-08T20:57:11.670Z,2026-08-08T20:57:11.904Z,234,pass,NINA terbit,040410582605010,,,20210011,040410582605010,Bella Prabowo,11,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,64,F04,kriptografi,alur_penuh,2026-08-08T20:57:11.905Z,2026-08-08T20:57:12.881Z,976,pass,PDF terbentuk,PDF terbentuk,,,20210011,040410582605010,Bella Prabowo,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-11-1786222632822.pdf
fullflow_primary_r2,first_pass,65,F05,kriptografi,alur_penuh,2026-08-08T20:57:12.883Z,2026-08-08T20:57:19.871Z,6988,pass,CID diperoleh,bafkreiaqlovrwfbw2hpvkzkch6geg6kizl6zdppwm6lyednamufnbcoqzu,,,20210011,040410582605010,Bella Prabowo,,bafkreiaqlovrwfbw2hpvkzkch6geg6kizl6zdppwm6lyednamufnbcoqzu,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,66,F07,smart_contract,alur_penuh,2026-08-08T20:57:19.873Z,2026-08-08T20:57:22.226Z,2353,pass,token terbit,token 1010,,,20210011,040410582605010,Bella Prabowo,,bafkreiaqlovrwfbw2hpvkzkch6geg6kizl6zdppwm6lyednamufnbcoqzu,,0xfc7d74521191bcd8a215a211449984d21eeeb208dc70a71fcd0d070e5590a294,,,1010,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,67,F08,verifikasi,alur_penuh,2026-08-08T20:57:22.228Z,2026-08-08T20:57:23.498Z,1270,pass,valid,valid,,,20210011,040410582605010,Bella Prabowo,,bafkreiaqlovrwfbw2hpvkzkch6geg6kizl6zdppwm6lyednamufnbcoqzu,,,,,1010,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605010&nama=Bella%20Prabowo
fullflow_primary_r2,first_pass,68,F01,integrasi,alur_penuh,2026-08-08T20:57:23.516Z,2026-08-08T20:57:23.614Z,98,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210012,,Lala Yuniar,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,69,F02,integrasi,alur_penuh,2026-08-08T20:57:23.615Z,2026-08-08T20:57:23.708Z,93,pass,status eligible,eligible,,,20210012,,Lala Yuniar,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,70,F03,integrasi,alur_penuh,2026-08-08T20:57:23.710Z,2026-08-08T20:57:23.977Z,267,pass,NINA terbit,040410582605011,,,20210012,040410582605011,Lala Yuniar,12,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,71,F04,kriptografi,alur_penuh,2026-08-08T20:57:23.979Z,2026-08-08T20:57:25.097Z,1118,pass,PDF terbentuk,PDF terbentuk,,,20210012,040410582605011,Lala Yuniar,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-12-1786222645026.pdf
